0.000	-2.746	1.507	0.000	0.000
0.000	-2.744	1.505	0.120	-0.120
0.000	-2.743	1.504	0.120	-0.120
0.000	-2.739	1.502	0.239	-0.120
0.000	-2.736	1.499	0.359	-0.239
0.000	-2.731	1.498	0.479	-0.239
0.000	-2.724	1.498	0.598	-0.120
0.000	-2.716	1.500	0.718	0.239
0.000	-2.706	1.505	0.957	0.479
0.000	-2.694	1.514	1.197	0.718
0.000	-2.679	1.524	1.436	0.957
0.000	-2.663	1.537	1.676	1.197
0.000	-2.641	1.551	1.915	1.436
0.000	-2.619	1.566	2.394	1.436
0.000	-2.591	1.581	2.753	1.436
0.000	-2.525	1.614	3.112	1.556
0.000	-2.484	1.627	3.590	1.556
0.000	-2.439	1.640	4.069	1.436
0.000	-2.390	1.650	4.668	1.197
0.000	-2.335	1.656	5.027	0.957
0.000	-2.273	1.659	5.745	0.479
0.000	-2.207	1.655	6.223	0.000
0.000	-2.134	1.644	6.941	-0.598
0.000	-2.055	1.625	7.540	-1.436
0.000	-1.969	1.596	8.258	-2.394
0.000	-1.876	1.556	8.976	-3.471
0.000	-1.671	1.350	10.412	-8.019
0.000	-1.559	1.245	11.011	-9.814
0.000	-1.439	1.121	11.848	-12.088
0.000	-1.312	0.973	12.566	-14.362
0.000	-1.033	0.800	14.242	-16.995
0.000	-0.881	0.601	15.199	-19.747
0.000	-0.719	0.376	16.157	-22.500
0.000	-0.378	-0.117	16.875	-24.295
0.000	-0.207	-0.354	17.234	-24.893
0.000	-0.041	-0.571	16.995	-23.577
0.000	0.118	-0.760	16.516	-21.064
0.000	0.270	-0.919	15.678	-18.072
0.000	0.417	-1.048	15.080	-15.199
0.000	0.558	-1.150	14.481	-11.968
0.000	0.690	-1.220	13.763	-8.856
0.000	0.814	-1.264	12.925	-5.864
0.000	0.931	-1.283	11.968	-3.231
0.000	1.038	-1.275	11.250	-0.479
0.000	1.135	-1.244	10.053	2.154
0.000	1.218	-1.189	8.737	4.668
0.000	1.287	-1.111	7.420	7.061
0.000	1.343	-1.012	5.864	9.335
0.000	1.385	-0.892	4.548	11.489
0.000	1.412	-0.753	2.992	13.643
0.000	1.412	-0.753	2.992	13.643
0.000	1.426	-0.593	1.556	15.678
0.000	1.426	-0.415	0.000	17.713
0.000	1.415	-0.219	-1.197	19.508
0.000	1.392	-0.011	-1.197	19.508
0.000	1.363	0.204	-2.154	20.824
0.000	1.331	0.421	-2.992	21.542
0.000	1.297	0.632	-3.351	21.662
0.000	1.264	0.836	-3.351	20.944
0.000	1.233	1.033	-3.231	20.346
0.000	1.203	1.220	-3.112	19.268
0.000	1.175	1.401	-2.872	18.550
0.000	1.150	1.576	-2.633	17.832
0.000	1.123	1.745	-2.633	17.234
0.000	1.100	1.914	-2.513	16.875
0.000	1.074	2.080	-2.513	16.755
0.000	1.049	2.244	-2.394	16.516
0.000	1.024	2.408	-2.513	16.276
0.000	0.998	2.575	-2.633	16.635
0.000	0.970	2.742	-2.753	16.755
0.000	0.940	2.913	-2.872	16.875
0.000	0.907	3.088	-3.231	17.354
0.000	0.871	3.265	-3.590	17.713
0.000	0.828	3.448	-4.787	18.311
0.000	0.780	3.639	-4.787	18.909
0.000	0.726	3.835	-5.505	18.909
0.000	0.664	4.043	-6.223	19.867
0.000	0.594	4.261	-7.061	20.705
0.000	0.516	4.495	-8.019	22.021
0.000	0.429	4.746	-8.976	23.577
0.000	0.330	5.022	-10.173	25.611
0.000	0.220	5.326	-11.489	28.244
0.000	0.094	5.665	-13.045	31.476
0.000	-0.045	6.038	-14.362	35.306
0.000	-0.191	6.431	-14.481	38.417
0.000	-0.329	0.377	-13.045	39.255
0.000	-0.452	0.720	-11.250	36.143
0.000	-0.557	1.025	-9.335	32.074
0.000	-0.646	1.301	-8.138	28.484
0.000	-0.646	1.552	-8.138	25.970
0.000	-0.723	1.782	-6.582	23.577
0.000	-0.785	1.987	-5.146	21.064
0.000	-0.833	2.183	-3.949	19.747
0.000	-0.871	2.373	-2.872	19.029
0.000	-0.898	2.548	-1.795	17.713
0.000	-0.916	2.716	-0.718	16.755
0.000	-0.922	2.880	-0.718	16.755
0.000	-0.922	3.035	0.120	16.276
0.000	-0.914	3.184	0.838	15.439
0.000	-0.901	3.331	1.316	15.080
0.000	-0.885	3.473	1.676	14.481
0.000	-0.865	3.612	2.035	14.122
0.000	-0.844	3.750	1.915	13.883
0.000	-0.785	3.888	2.035	13.763
0.000	-0.769	4.024	1.795	14.242
0.000	-0.754	4.164	1.556	14.601
0.000	-0.744	4.309	1.316	15.080
0.000	-0.735	4.456	0.838	16.157
0.000	-0.733	4.612	0.598	16.875
0.000	-0.734	4.776	-0.120	18.311
0.000	-0.753	5.333	-1.077	19.388
0.000	-0.769	5.546	-1.556	20.944
0.000	-0.790	5.770	-2.154	22.380
0.000	-0.834	6.239	-2.154	23.457
0.000	-0.849	6.465	-2.154	23.457
0.000	-0.853	0.207	-1.556	22.619
0.000	-0.846	0.395	-0.239	20.705
0.000	-0.823	0.560	0.957	18.550
0.000	-0.787	0.704	2.513	16.157
0.000	-0.736	0.824	3.949	13.883
0.000	-0.675	0.922	5.266	11.489
0.000	-0.599	0.997	6.582	9.096
0.000	-0.514	1.048	7.899	6.582
0.000	-0.418	1.079	8.976	4.428
0.000	-0.317	1.087	9.814	2.035
0.000	-0.209	1.074	10.651	-0.239
0.000	-0.094	1.039	11.130	-2.394
0.000	0.020	0.985	11.489	-4.787
0.000	0.137	0.914	11.609	-6.582
0.000	0.254	0.824	11.609	-8.378
0.000	0.598	0.467	11.370	-12.925
0.000	0.711	0.325	11.250	-14.122
0.000	0.821	0.175	11.011	-15.080
0.000	0.929	0.020	10.771	-15.080
0.000	1.032	-0.137	10.771	-15.558
0.000	1.130	-0.289	10.292	-15.558
0.000	1.221	-0.435	9.694	-15.199
0.000	1.306	-0.568	8.976	-14.362
0.000	1.381	-0.690	8.258	-13.165
0.000	1.448	-0.800	7.300	-11.968
0.000	1.507	-0.897	6.463	-10.532
0.000	1.557	-0.984	5.625	-9.455
0.000	1.601	-1.128	3.949	-7.181
0.000	1.636	-1.189	3.231	-6.463
0.000	1.665	-1.242	2.394	-5.505
0.000	1.686	-1.288	1.676	-4.907
0.000	1.700	-1.327	1.077	-4.189
0.000	1.708	-1.360	0.239	-3.471
0.000	1.709	-1.385	-0.479	-2.753
0.000	1.703	-1.405	-1.077	-2.154
0.000	1.690	-1.419	-1.795	-1.436
0.000	1.670	-1.426	-2.513	-0.838
0.000	1.645	-1.426	-3.231	0.000
0.000	1.612	-1.419	-3.949	0.718
0.000	1.573	-1.402	-3.949	0.718
0.000	1.527	-1.377	-4.668	1.676
0.000	1.474	-1.342	-5.266	2.633
0.000	1.415	-1.342	-5.266	2.633
0.000	1.415	-1.342	-5.266	2.633
