0.000	-1.074	-1.510	0.000	0.000
0.000	-1.073	-1.510	0.120	0.000
0.000	-1.072	-1.512	0.000	-0.120
0.000	-1.071	-1.513	0.120	0.000
0.000	-1.069	-1.514	0.120	-0.239
0.000	-1.066	-1.518	0.359	-0.239
0.000	-1.061	-1.523	0.479	-0.479
0.000	-1.052	-1.532	0.838	-0.838
0.000	-1.039	-1.543	1.197	-1.077
0.000	-1.022	-1.557	1.676	-1.436
0.000	-1.000	-1.575	2.154	-1.676
0.000	-0.973	-1.592	2.154	-1.676
0.000	-0.939	-1.612	2.872	-1.795
0.000	-0.901	-1.632	3.351	-1.915
0.000	-0.860	-1.651	3.830	-2.035
0.000	-0.812	-1.670	4.308	-1.915
0.000	-0.705	-1.701	5.266	-1.556
0.000	-0.646	-1.713	5.745	-1.316
0.000	-0.583	-1.718	5.984	-0.957
0.000	-0.518	-1.719	6.343	-0.359
0.000	-0.451	-1.713	6.582	0.239
0.000	-0.383	-1.699	6.702	0.957
0.000	-0.315	-1.676	6.822	1.915
0.000	-0.248	-1.642	6.822	2.872
0.000	-0.182	-1.598	6.582	4.069
0.000	-0.121	-1.543	6.343	5.266
0.000	-0.062	-1.474	5.984	6.582
0.000	-0.009	-1.390	5.386	8.019
0.000	0.038	-1.291	4.668	9.694
0.000	0.077	-1.175	3.949	11.370
0.000	0.106	-1.043	2.992	13.284
0.000	0.126	-0.891	2.992	13.284
0.000	0.136	-0.719	2.035	15.199
0.000	0.137	-0.527	0.957	17.354
0.000	0.128	-0.318	-0.120	19.268
0.000	0.113	-0.097	-0.957	21.183
0.000	0.096	0.129	-1.676	22.380
0.000	0.080	0.348	-1.676	22.380
0.000	0.070	0.554	-1.436	21.662
0.000	0.069	0.743	-0.598	19.987
0.000	0.077	0.912	0.239	17.952
0.000	0.093	1.066	1.197	16.276
0.000	0.117	1.201	2.035	14.362
0.000	0.147	1.322	2.753	12.686
0.000	0.183	1.428	3.351	11.130
0.000	0.225	1.522	3.949	9.814
0.000	0.270	1.605	4.428	8.617
